Place,Attraction1,Attraction2,Distance_km
Coorg,Iruppu Falls,Omkareshwara Temple,56.89009043319141
Coorg,Coffee plantations,Madikeri Fort,0.5127219245317863
Coorg,Coffee plantations,Omkareshwara Temple,0.1764571531514855
Coorg,Madikeri Fort,Omkareshwara Temple,0.6694761662979378
Gokarna,Om Beach,Kudle Beach,1.46747666793803
Gokarna,Om Beach,Half Moon Beach,0.6857482774121291
Gokarna,Om Beach,Paradise Beach,1.315499157130548
Gokarna,Om Beach,Gokarna Main Beach,2.9485721043001463
Gokarna,Om Beach,Mahabaleshwar Temple,3.572915518173997
Gokarna,Om Beach,Mirjan Fort,11.174705689149915
Gokarna,Om Beach,Yana Caves,27.155017352194992
Gokarna,Kudle Beach,Half Moon Beach,2.059059877274344
Gokarna,Kudle Beach,Paradise Beach,2.6095632449185104
Gokarna,Kudle Beach,Gokarna Main Beach,1.6604825766883837
Gokarna,Kudle Beach,Mahabaleshwar Temple,2.987768497711439
Gokarna,Kudle Beach,Mirjan Fort,12.467061502347578
Gokarna,Kudle Beach,Yana Caves,27.87090172546725
Gokarna,Half Moon Beach,Paradise Beach,0.6334770874616051
Gokarna,Half Moon Beach,Gokarna Main Beach,3.3681131500379564
Gokarna,Half Moon Beach,Mahabaleshwar Temple,3.6176393228837207
Gokarna,Half Moon Beach,Mirjan Fort,10.493767437893124
Gokarna,Half Moon Beach,Yana Caves,26.538000144295328
Gokarna,Paradise Beach,Gokarna Main Beach,3.7581554299777533
Gokarna,Paradise Beach,Mahabaleshwar Temple,3.67879695144742
Gokarna,Paradise Beach,Mirjan Fort,9.885187649043749
Gokarna,Paradise Beach,Yana Caves,25.934785531310805
Gokarna,Gokarna Main Beach,Mahabaleshwar Temple,2.0163592409159836
Gokarna,Gokarna Main Beach,Mirjan Fort,13.236912786255123
Gokarna,Gokarna Main Beach,Yana Caves,27.672772508711358
Gokarna,Mahabaleshwar Temple,Mirjan Fort,12.015741098645949
Gokarna,Mahabaleshwar Temple,Yana Caves,25.71348700397465
Gokarna,Mirjan Fort,Yana Caves,18.6638697875664
Hampi,Virupaksha Temple,Vittala Temple & Stone Chariot,98.18801646999643
Hampi,Virupaksha Temple,Lotus Mahal,99.06146601601286
Hampi,Virupaksha Temple,Elephant Stables,99.10178690968533
Hampi,Virupaksha Temple,Hemakuta Hill Temples,97.15421375673506
Hampi,Virupaksha Temple,Matanga Hill,97.95884581336004
Hampi,Virupaksha Temple,Hampi Bazaar,97.27512919767402
Hampi,Virupaksha Temple,Achyutaraya Temple,98.0475630285886
Hampi,Virupaksha Temple,Tungabhadra River & Coracle rides,98.89449009506372
Hampi,Virupaksha Temple,Hazara Rama Temple,99.0660187019047
Hampi,Virupaksha Temple,Malyavanta Raghunatha Temple,99.98562590576383
Hampi,Virupaksha Temple,Royal Enclosure,97.87022871097811
Hampi,Vittala Temple & Stone Chariot,Lotus Mahal,2.8
Hampi,Vittala Temple & Stone Chariot,Elephant Stables,2.9
Hampi,Vittala Temple & Stone Chariot,Hemakuta Hill Temples,1.8
Hampi,Vittala Temple & Stone Chariot,Matanga Hill,1.2
Hampi,Vittala Temple & Stone Chariot,Hampi Bazaar,1.9
Hampi,Vittala Temple & Stone Chariot,Achyutaraya Temple,1.1
Hampi,Vittala Temple & Stone Chariot,Tungabhadra River & Coracle rides,3.2
Hampi,Vittala Temple & Stone Chariot,Hazara Rama Temple,2.7
Hampi,Vittala Temple & Stone Chariot,Malyavanta Raghunatha Temple,3.1
Hampi,Vittala Temple & Stone Chariot,Royal Enclosure,1.0
Hampi,Lotus Mahal,Elephant Stables,0.1748141243299323
Hampi,Lotus Mahal,Hemakuta Hill Temples,1.9090180855265368
Hampi,Lotus Mahal,Matanga Hill,1.274626449495473
Hampi,Lotus Mahal,Hampi Bazaar,1.8483976736587877
Hampi,Lotus Mahal,Achyutaraya Temple,1.3060857913192037
Hampi,Lotus Mahal,Tungabhadra River & Coracle rides,3.57304707331799
Hampi,Lotus Mahal,Hazara Rama Temple,0.3870828879027922
Hampi,Lotus Mahal,Malyavanta Raghunatha Temple,1.8223285117643315
Hampi,Lotus Mahal,Royal Enclosure,1.3365387767496764
Hampi,Elephant Stables,Hemakuta Hill Temples,1.949486381735069
Hampi,Elephant Stables,Matanga Hill,1.235970010013799
Hampi,Elephant Stables,Hampi Bazaar,1.8521908224921115
Hampi,Elephant Stables,Achyutaraya Temple,1.2407454047832187
Hampi,Elephant Stables,Tungabhadra River & Coracle rides,3.4062524203867808
Hampi,Elephant Stables,Hazara Rama Temple,0.5583856511545553
Hampi,Elephant Stables,Malyavanta Raghunatha Temple,1.655682385187513
Hampi,Elephant Stables,Royal Enclosure,1.3068229207011073
Hampi,Hemakuta Hill Temples,Matanga Hill,0.975569380554134
Hampi,Hemakuta Hill Temples,Hampi Bazaar,0.4073650823097411
Hampi,Hemakuta Hill Temples,Achyutaraya Temple,1.1560167274812414
Hampi,Hemakuta Hill Temples,Tungabhadra River & Coracle rides,3.866405461212048
Hampi,Hemakuta Hill Temples,Hazara Rama Temple,1.9676380697465945
Hampi,Hemakuta Hill Temples,Malyavanta Raghunatha Temple,3.191624134276703
Hampi,Hemakuta Hill Temples,Royal Enclosure,0.8840869844896048
Hampi,Matanga Hill,Hampi Bazaar,0.7025009494369326
Hampi,Matanga Hill,Achyutaraya Temple,0.2029719269169324
Hampi,Matanga Hill,Tungabhadra River & Coracle rides,3.057096125325665
Hampi,Matanga Hill,Hazara Rama Temple,1.5083594660259243
Hampi,Matanga Hill,Malyavanta Raghunatha Temple,2.2255743119789666
Hampi,Matanga Hill,Royal Enclosure,0.0945396928107928
Hampi,Hampi Bazaar,Achyutaraya Temple,0.8453097659970151
Hampi,Hampi Bazaar,Tungabhadra River & Coracle rides,3.4641378309080406
Hampi,Hampi Bazaar,Hazara Rama Temple,1.9860309450408205
Hampi,Hampi Bazaar,Malyavanta Raghunatha Temple,2.917455141555941
Hampi,Hampi Bazaar,Royal Enclosure,0.6088092795807101
Hampi,Achyutaraya Temple,Tungabhadra River & Coracle rides,2.856736142605277
Hampi,Achyutaraya Temple,Hazara Rama Temple,1.5803482116413847
Hampi,Achyutaraya Temple,Malyavanta Raghunatha Temple,2.072899657382819
Hampi,Achyutaraya Temple,Royal Enclosure,0.2790254001429371
Hampi,Tungabhadra River & Coracle rides,Hazara Rama Temple,3.959602539068833
Hampi,Tungabhadra River & Coracle rides,Malyavanta Raghunatha Temple,2.2928800790736545
Hampi,Tungabhadra River & Coracle rides,Royal Enclosure,3.115359964784112
Hampi,Hazara Rama Temple,Malyavanta Raghunatha Temple,2.164547044859022
Hampi,Hazara Rama Temple,Royal Enclosure,1.552917628208749
Hampi,Malyavanta Raghunatha Temple,Royal Enclosure,2.3198599342893766
Jog Falls,"Raja, Rani, Rocket, Roarer Cascades",Watkins Platform viewpoint,1111.9492664455872
Jog Falls,"Raja, Rani, Rocket, Roarer Cascades",Linganamakki Dam,6.986693854488381
Jog Falls,"Raja, Rani, Rocket, Roarer Cascades",trekking trails,1.0636647906469638
Jog Falls,Watkins Platform viewpoint,Linganamakki Dam,1106.0175483667997
Jog Falls,Watkins Platform viewpoint,trekking trails,1110.915182480512
Jog Falls,Linganamakki Dam,trekking trails,6.284754407381457
Kabini & Bandipur,Kabini River,Backwaters Safari,4.171229261805711
Kabini & Bandipur,Kabini River,Nagarhole National Park Safari,46.957715357139485
Kabini & Bandipur,Kabini River,Bandipur Tiger Reserve Safari,11.644547736365883
Kabini & Bandipur,Kabini River,Elephant sightings,57.99040792803946
Kabini & Bandipur,Kabini River,Bird watching,57.99040792803946
Kabini & Bandipur,Kabini River,Jungle lodges,89.87435577640574
Kabini & Bandipur,Backwaters Safari,Nagarhole National Park Safari,45.514096850541264
Kabini & Bandipur,Backwaters Safari,Bandipur Tiger Reserve Safari,15.23574774222812
Kabini & Bandipur,Backwaters Safari,Elephant sightings,58.739413636760055
Kabini & Bandipur,Backwaters Safari,Bird watching,58.739413636760055
Kabini & Bandipur,Backwaters Safari,Jungle lodges,87.54279957068388
Kabini & Bandipur,Nagarhole National Park Safari,Bandipur Tiger Reserve Safari,45.80812711398875
Kabini & Bandipur,Nagarhole National Park Safari,Elephant sightings,29.975808213348024
Kabini & Bandipur,Nagarhole National Park Safari,Bird watching,29.975808213348024
Kabini & Bandipur,Nagarhole National Park Safari,Jungle lodges,121.59968088049472
Kabini & Bandipur,Bandipur Tiger Reserve Safari,Elephant sightings,50.637160774099954
Kabini & Bandipur,Bandipur Tiger Reserve Safari,Bird watching,50.637160774099954
Kabini & Bandipur,Bandipur Tiger Reserve Safari,Jungle lodges,100.92865078782285
Kabini & Bandipur,Elephant sightings,Bird watching,0.0
Kabini & Bandipur,Elephant sightings,Jungle lodges,144.03722551096925
Kabini & Bandipur,Bird watching,Jungle lodges,144.03722551096925
Kanchipuram,Ekambareswarar Temple,Kailasanathar Temple,3.968838951793644
Kanchipuram,Ekambareswarar Temple,Kamakshi Amman Temple,0.8341171047942271
Kanchipuram,Ekambareswarar Temple,Varadharaja Perumal Temple,4.1506229313194885
Kanchipuram,Ekambareswarar Temple,Devarajaswami Temple,0.6511954268424835
Kanchipuram,Ekambareswarar Temple,Silk Weaving Centres,36.92781394759851
Kanchipuram,Kailasanathar Temple,Kamakshi Amman Temple,3.552830511347118
Kanchipuram,Kailasanathar Temple,Varadharaja Perumal Temple,4.676316930867673
Kanchipuram,Kailasanathar Temple,Devarajaswami Temple,3.514592027233578
Kanchipuram,Kailasanathar Temple,Silk Weaving Centres,39.01759131944458
Kanchipuram,Kamakshi Amman Temple,Varadharaja Perumal Temple,3.354633649971759
Kanchipuram,Kamakshi Amman Temple,Devarajaswami Temple,0.2426269247587887
Kanchipuram,Kamakshi Amman Temple,Silk Weaving Centres,36.57617378752181
Kanchipuram,Varadharaja Perumal Temple,Devarajaswami Temple,3.588660624631392
Kanchipuram,Varadharaja Perumal Temple,Silk Weaving Centres,34.34202193598566
Kanchipuram,Devarajaswami Temple,Silk Weaving Centres,36.78562147458066
Kanyakumari,Vivekananda Rock Memorial,Thiruvalluvar Statue,0.1231309328684146
Kanyakumari,Vivekananda Rock Memorial,Kanyakumari Beach,2.1293731335167747
Kanyakumari,Vivekananda Rock Memorial,Bhagavathy Amman Temple,75.51186777758687
Kanyakumari,Vivekananda Rock Memorial,Gandhi Memorial,0.5528757281566593
Kanyakumari,Vivekananda Rock Memorial,Suchindram Temple,13.027174716192905
Kanyakumari,Vivekananda Rock Memorial,Padmanabhapuram Palace,31.562956227545367
Kanyakumari,Thiruvalluvar Statue,Kanyakumari Beach,2.07486691889242
Kanyakumari,Thiruvalluvar Statue,Bhagavathy Amman Temple,75.47418032363383
Kanyakumari,Thiruvalluvar Statue,Gandhi Memorial,0.4585297474469553
Kanyakumari,Thiruvalluvar Statue,Suchindram Temple,12.988726346279662
Kanyakumari,Thiruvalluvar Statue,Padmanabhapuram Palace,31.51743531664021
Kanyakumari,Kanyakumari Beach,Bhagavathy Amman Temple,73.41512901705106
Kanyakumari,Kanyakumari Beach,Gandhi Memorial,1.653330766667719
Kanyakumari,Kanyakumari Beach,Suchindram Temple,10.93132895921332
Kanyakumari,Kanyakumari Beach,Padmanabhapuram Palace,29.44595968293808
Kanyakumari,Bhagavathy Amman Temple,Gandhi Memorial,75.06783410194636
Kanyakumari,Bhagavathy Amman Temple,Suchindram Temple,62.485514380506025
Kanyakumari,Bhagavathy Amman Temple,Padmanabhapuram Palace,44.076459639652384
Kanyakumari,Gandhi Memorial,Suchindram Temple,12.58325963083626
Kanyakumari,Gandhi Memorial,Padmanabhapuram Palace,31.098142616983655
Kanyakumari,Suchindram Temple,Padmanabhapuram Palace,18.57360422629652
Kochi (Cochin),Fort Kochi,Chinese Fishing Nets,0.0692507996576681
Kochi (Cochin),Fort Kochi,Mattancherry Palace,2.1244720018769394
Kochi (Cochin),Fort Kochi,Jew Town,2.3306410237180115
Kochi (Cochin),Fort Kochi,Paradesi Synagogue,2.184006765794277
Kochi (Cochin),Fort Kochi,Marine Drive,4.056624691591449
Kochi (Cochin),Fort Kochi,Bolgatty Palace,4.388185746117697
Kochi (Cochin),Fort Kochi,Kerala Kathakali Centre,0.4150183686428258
Kochi (Cochin),Fort Kochi,St. Francis Church,0.2183804136647707
Kochi (Cochin),Fort Kochi,Hill Palace Museum,4773.33974831704
Kochi (Cochin),Chinese Fishing Nets,Mattancherry Palace,2.1608191310227856
Kochi (Cochin),Chinese Fishing Nets,Jew Town,2.370679236511299
Kochi (Cochin),Chinese Fishing Nets,Paradesi Synagogue,2.2224016252409573
Kochi (Cochin),Chinese Fishing Nets,Marine Drive,4.03799562766772
Kochi (Cochin),Chinese Fishing Nets,Bolgatty Palace,4.428805982585363
Kochi (Cochin),Chinese Fishing Nets,Kerala Kathakali Centre,0.483779509929291
Kochi (Cochin),Chinese Fishing Nets,St. Francis Church,0.2772157750447458
Kochi (Cochin),Chinese Fishing Nets,Hill Palace Museum,4773.32267911806
Kochi (Cochin),Mattancherry Palace,Jew Town,0.2526820253824307
Kochi (Cochin),Mattancherry Palace,Paradesi Synagogue,0.097426280246182
Kochi (Cochin),Mattancherry Palace,Marine Drive,3.033506260982402
Kochi (Cochin),Mattancherry Palace,Bolgatty Palace,2.277408807375884
Kochi (Cochin),Mattancherry Palace,Kerala Kathakali Centre,1.895885956048084
Kochi (Cochin),Mattancherry Palace,St. Francis Church,2.1562930867474384
Kochi (Cochin),Mattancherry Palace,Hill Palace Museum,4775.375734364704
Kochi (Cochin),Jew Town,Paradesi Synagogue,0.1613693454643933
Kochi (Cochin),Jew Town,Marine Drive,3.1485154727220146
Kochi (Cochin),Jew Town,Bolgatty Palace,2.0581835043196275
Kochi (Cochin),Jew Town,Kerala Kathakali Centre,2.076019358848865
Kochi (Cochin),Jew Town,St. Francis Church,2.3473384236481056
Kochi (Cochin),Jew Town,Hill Palace Museum,4775.524838913458
Kochi (Cochin),Paradesi Synagogue,Marine Drive,3.098407845690724
Kochi (Cochin),Paradesi Synagogue,Bolgatty Palace,2.208752553787076
Kochi (Cochin),Paradesi Synagogue,Kerala Kathakali Centre,1.9416621265512504
Kochi (Cochin),Paradesi Synagogue,St. Francis Church,2.207835192545222
Kochi (Cochin),Paradesi Synagogue,Hill Palace Museum,4775.409125096982
Kochi (Cochin),Marine Drive,Bolgatty Palace,3.689217341035593
Kochi (Cochin),Marine Drive,Kerala Kathakali Centre,4.139873273317384
Kochi (Cochin),Marine Drive,St. Francis Church,4.231786162729391
Kochi (Cochin),Marine Drive,Hill Palace Museum,4776.840904283578
Kochi (Cochin),Bolgatty Palace,Kerala Kathakali Centre,4.116848429500906
Kochi (Cochin),Bolgatty Palace,St. Francis Church,4.396637143463667
Kochi (Cochin),Bolgatty Palace,Hill Palace Museum,4777.428991452455
Kochi (Cochin),Kerala Kathakali Centre,St. Francis Church,0.298152131997484
Kochi (Cochin),Kerala Kathakali Centre,Hill Palace Museum,4773.492762430025
Kochi (Cochin),St. Francis Church,Hill Palace Museum,4773.257689077448
Kodaikanal,Kodaikanal Lake,Coaker’s Walk,0.9115943275730104
Kodaikanal,Kodaikanal Lake,Bryant Park,0.7479541103441651
Kodaikanal,Kodaikanal Lake,Pillar Rocks,1.5449736930101348
Kodaikanal,Kodaikanal Lake,Silver Cascade Falls,2.74922067683073
Kodaikanal,Kodaikanal Lake,Kurinji Andavar Temple,2.727202573767134
Kodaikanal,Kodaikanal Lake,Dolphin’s Nose,2.776257670404076
Kodaikanal,Kodaikanal Lake,Berijam Lake,11.382376597994048
Kodaikanal,Coaker’s Walk,Bryant Park,0.1662948136176339
Kodaikanal,Coaker’s Walk,Pillar Rocks,1.9847669305690203
Kodaikanal,Coaker’s Walk,Silver Cascade Falls,2.2360343452957228
Kodaikanal,Coaker’s Walk,Kurinji Andavar Temple,2.724341639783664
Kodaikanal,Coaker’s Walk,Dolphin’s Nose,2.4487566492804342
Kodaikanal,Coaker’s Walk,Berijam Lake,11.917278123127035
Kodaikanal,Bryant Park,Pillar Rocks,1.8595170018097624
Kodaikanal,Bryant Park,Silver Cascade Falls,2.333894713116662
Kodaikanal,Bryant Park,Kurinji Andavar Temple,2.728909409669721
Kodaikanal,Bryant Park,Dolphin’s Nose,2.4604551637013548
Kodaikanal,Bryant Park,Berijam Lake,11.796205264153093
Kodaikanal,Pillar Rocks,Silver Cascade Falls,4.179219802441328
Kodaikanal,Pillar Rocks,Kurinji Andavar Temple,4.268368995353398
Kodaikanal,Pillar Rocks,Dolphin’s Nose,2.006807879878403
Kodaikanal,Pillar Rocks,Berijam Lake,9.936882742026931
Kodaikanal,Silver Cascade Falls,Kurinji Andavar Temple,1.5438157464381983
Kodaikanal,Silver Cascade Falls,Dolphin’s Nose,4.45040965032574
Kodaikanal,Silver Cascade Falls,Berijam Lake,14.107504460286668
Kodaikanal,Kurinji Andavar Temple,Dolphin’s Nose,5.172372946722367
Kodaikanal,Kurinji Andavar Temple,Berijam Lake,13.9134809835716
Kodaikanal,Dolphin’s Nose,Berijam Lake,10.478522848757809
Kovalam,Lighthouse Beach,Hawah Beach,0.301595028627573
Kovalam,Lighthouse Beach,Samudra Beach,1.3747225022955984
Kovalam,Lighthouse Beach,Kovalam Lighthouse,0.2770665005348233
Kovalam,Lighthouse Beach,Ayurvedic massage centres,2.1216015267254336
Kovalam,Hawah Beach,Samudra Beach,1.4163116177498112
Kovalam,Hawah Beach,Kovalam Lighthouse,0.4538741089076565
Kovalam,Hawah Beach,Ayurvedic massage centres,2.21230537572555
Kovalam,Samudra Beach,Kovalam Lighthouse,1.6439383930622664
Kovalam,Samudra Beach,Ayurvedic massage centres,3.4662737882950583
Kovalam,Kovalam Lighthouse,Ayurvedic massage centres,1.844543444235065
Kumarakom,Kumarakom Bird Sanctuary,Vembanad Lake,5.064896255857963
Kumarakom,Kumarakom Bird Sanctuary,Aruvikkuzhi Waterfalls,27.089029949660123
Kumarakom,Kumarakom Bird Sanctuary,Bay Island Driftwood Museum,1.986612819084524
Kumarakom,Kumarakom Bird Sanctuary,Pathiramanal Island,4.600904500221146
Kumarakom,Vembanad Lake,Aruvikkuzhi Waterfalls,29.93566570795709
Kumarakom,Vembanad Lake,Bay Island Driftwood Museum,4.8289659722677865
Kumarakom,Vembanad Lake,Pathiramanal Island,4.213053039763845
Kumarakom,Aruvikkuzhi Waterfalls,Bay Island Driftwood Museum,25.803602291935032
Kumarakom,Aruvikkuzhi Waterfalls,Pathiramanal Island,25.758205355057356
Kumarakom,Bay Island Driftwood Museum,Pathiramanal Island,2.825185093061181
Kurnool,Belum Caves,Oravakallu Rock Garden,65.70841848985589
Kurnool,Belum Caves,Konda Reddy Fort,81.63455079452004
Kurnool,Belum Caves,Rollapadu Wildlife Sanctuary,80.64849056071253
Kurnool,Belum Caves,Yaganti Temple,22.75415410278579
Kurnool,Oravakallu Rock Garden,Konda Reddy Fort,19.26096826375452
Kurnool,Oravakallu Rock Garden,Rollapadu Wildlife Sanctuary,32.57012939399624
Kurnool,Oravakallu Rock Garden,Yaganti Temple,44.8037965235043
Kurnool,Konda Reddy Fort,Rollapadu Wildlife Sanctuary,43.94272079737549
Kurnool,Konda Reddy Fort,Yaganti Temple,62.33028541986955
Kurnool,Rollapadu Wildlife Sanctuary,Yaganti Temple,57.97025465380442
Lepakshi,Veerabhadra Temple,Hanging Pillar,0.4013300697115464
Lepakshi,Veerabhadra Temple,Nandi Bull Statue,0.4933455289200822
Lepakshi,Veerabhadra Temple,Lepakshi Handicrafts,0.5033407870644038
Lepakshi,Hanging Pillar,Nandi Bull Statue,0.1411742220178912
Lepakshi,Hanging Pillar,Lepakshi Handicrafts,0.1972951334380199
Lepakshi,Nandi Bull Statue,Lepakshi Handicrafts,0.0688377725774102
Lonavala & Khandala,Bhushi Dam,Tiger’s Leap,3.656198683411062
Lonavala & Khandala,Bhushi Dam,Rajmachi Fort,3.656198683411062
Lonavala & Khandala,Bhushi Dam,Karla Caves,3.656198683411062
Lonavala & Khandala,Bhushi Dam,Bhaja Caves,3.656198683411062
Lonavala & Khandala,Bhushi Dam,Lohagad Fort,3.656198683411062
Lonavala & Khandala,Bhushi Dam,Duke’s Nose,3.656198683411062
Lonavala & Khandala,Bhushi Dam,Pawna Lake,3.656198683411062
Lonavala & Khandala,Tiger’s Leap,Rajmachi Fort,0.0
Lonavala & Khandala,Tiger’s Leap,Karla Caves,0.0
Lonavala & Khandala,Tiger’s Leap,Bhaja Caves,0.0
Lonavala & Khandala,Tiger’s Leap,Lohagad Fort,0.0
Lonavala & Khandala,Tiger’s Leap,Duke’s Nose,0.0
Lonavala & Khandala,Tiger’s Leap,Pawna Lake,0.0
Lonavala & Khandala,Rajmachi Fort,Karla Caves,0.0
Lonavala & Khandala,Rajmachi Fort,Bhaja Caves,0.0
Lonavala & Khandala,Rajmachi Fort,Lohagad Fort,0.0
Lonavala & Khandala,Rajmachi Fort,Duke’s Nose,0.0
Lonavala & Khandala,Rajmachi Fort,Pawna Lake,0.0
Lonavala & Khandala,Karla Caves,Bhaja Caves,0.0
Lonavala & Khandala,Karla Caves,Lohagad Fort,0.0
Lonavala & Khandala,Karla Caves,Duke’s Nose,0.0
Lonavala & Khandala,Karla Caves,Pawna Lake,0.0
Lonavala & Khandala,Bhaja Caves,Lohagad Fort,0.0
Lonavala & Khandala,Bhaja Caves,Duke’s Nose,0.0
Lonavala & Khandala,Bhaja Caves,Pawna Lake,0.0
Lonavala & Khandala,Lohagad Fort,Duke’s Nose,0.0
Lonavala & Khandala,Lohagad Fort,Pawna Lake,0.0
Lonavala & Khandala,Duke’s Nose,Pawna Lake,0.0
Madurai,Meenakshi Amman Temple,Thirumalai Nayakkar Mahal,70.26970752181937
Madurai,Meenakshi Amman Temple,Gandhi Memorial Museum,2.451969850945517
Madurai,Meenakshi Amman Temple,Koodal Azhagar Temple,2.1971554229688333
Madurai,Meenakshi Amman Temple,Alagar Kovil,72.23037238806307
Madurai,Meenakshi Amman Temple,Pazhamudhircholai Murugan Temple,22.546841057641352
Madurai,Meenakshi Amman Temple,Mariamman Teppakulam,3.3421769051170167
Madurai,Thirumalai Nayakkar Mahal,Gandhi Memorial Museum,72.66415212227027
Madurai,Thirumalai Nayakkar Mahal,Koodal Azhagar Temple,71.93783962363926
Madurai,Thirumalai Nayakkar Mahal,Alagar Kovil,10.660618520012926
Madurai,Thirumalai Nayakkar Mahal,Pazhamudhircholai Murugan Temple,91.8883394061868
Madurai,Thirumalai Nayakkar Mahal,Mariamman Teppakulam,72.0816361726115
Madurai,Gandhi Memorial Museum,Koodal Azhagar Temple,2.116836523150177
Madurai,Gandhi Memorial Museum,Alagar Kovil,74.67593137343295
Madurai,Gandhi Memorial Museum,Pazhamudhircholai Murugan Temple,20.498303871171437
Madurai,Gandhi Memorial Museum,Mariamman Teppakulam,2.3931284752566286
Madurai,Koodal Azhagar Temple,Alagar Kovil,73.67285489256174
Madurai,Koodal Azhagar Temple,Pazhamudhircholai Murugan Temple,20.53015087502853
Madurai,Koodal Azhagar Temple,Mariamman Teppakulam,4.291805146201247
Madurai,Alagar Kovil,Pazhamudhircholai Murugan Temple,92.83390607104992
Madurai,Alagar Kovil,Mariamman Teppakulam,74.42822885418046
Madurai,Pazhamudhircholai Murugan Temple,Mariamman Teppakulam,22.051022436444875
Mahabaleshwar,Arthur’s Seat,Venna Lake,5.99610764512836
Mahabaleshwar,Arthur’s Seat,Mapro Garden,12.210454707215826
Mahabaleshwar,Arthur’s Seat,Elephant’s Head Point,4.514919218465701
Mahabaleshwar,Arthur’s Seat,Wilson Point,7.374988876428303
Mahabaleshwar,Arthur’s Seat,Lingmala Waterfall,8.792710642555521
Mahabaleshwar,Arthur’s Seat,Pratapgad Fort,8.01427732877345
Mahabaleshwar,Arthur’s Seat,Kate’s Point,8.708764814646786
Mahabaleshwar,Arthur’s Seat,Needle Hole Point,6.815497605206864
Mahabaleshwar,Venna Lake,Mapro Garden,7.503622319658804
Mahabaleshwar,Venna Lake,Elephant’s Head Point,3.5870255777122133
Mahabaleshwar,Venna Lake,Wilson Point,1.3835596338446094
Mahabaleshwar,Venna Lake,Lingmala Waterfall,3.2376771650250413
Mahabaleshwar,Venna Lake,Pratapgad Fort,9.229576135463226
Mahabaleshwar,Venna Lake,Kate’s Point,4.659433616141391
Mahabaleshwar,Venna Lake,Needle Hole Point,1.2502668039247484
Mahabaleshwar,Mapro Garden,Elephant’s Head Point,11.088845041239336
Mahabaleshwar,Mapro Garden,Wilson Point,6.828257718104792
Mahabaleshwar,Mapro Garden,Lingmala Waterfall,4.420613723340167
Mahabaleshwar,Mapro Garden,Pratapgad Fort,16.690532205205812
Mahabaleshwar,Mapro Garden,Kate’s Point,3.519063916533953
Mahabaleshwar,Mapro Garden,Needle Hole Point,7.904871511800404
Mahabaleshwar,Elephant’s Head Point,Wilson Point,4.54272333929766
Mahabaleshwar,Elephant’s Head Point,Lingmala Waterfall,6.791653928074815
Mahabaleshwar,Elephant’s Head Point,Pratapgad Fort,5.738813282017669
Mahabaleshwar,Elephant’s Head Point,Kate’s Point,8.092182406927986
Mahabaleshwar,Elephant’s Head Point,Needle Hole Point,3.5437664709500507
Mahabaleshwar,Wilson Point,Lingmala Waterfall,2.4076999989141368
Mahabaleshwar,Wilson Point,Pratapgad Fort,9.908590608190762
Mahabaleshwar,Wilson Point,Kate’s Point,4.53412537885617
Mahabaleshwar,Wilson Point,Needle Hole Point,1.08223531002911
Mahabaleshwar,Lingmala Waterfall,Pratapgad Fort,12.29568556711276
Mahabaleshwar,Lingmala Waterfall,Kate’s Point,2.662443430872771
Mahabaleshwar,Lingmala Waterfall,Needle Hole Point,3.4858791733654817
Mahabaleshwar,Pratapgad Fort,Kate’s Point,13.821681180646037
Mahabaleshwar,Pratapgad Fort,Needle Hole Point,8.82741012879374
Mahabaleshwar,Kate’s Point,Needle Hole Point,5.464634749395491
Mahabalipuram,Shore Temple,Pancha Rathas,1.340473276391544
Mahabalipuram,Shore Temple,Arjuna’s Penance,0.7268642980562119
Mahabalipuram,Shore Temple,Krishna’s Butterball,0.7958406398384258
Mahabalipuram,Shore Temple,Cave Temples,0.6979515284298109
Mahabalipuram,Shore Temple,Mahabalipuram Beach,0.8951396829162125
Mahabalipuram,Shore Temple,Lighthouse,0.8235169145590083
Mahabalipuram,Pancha Rathas,Arjuna’s Penance,1.0515555372176828
Mahabalipuram,Pancha Rathas,Krishna’s Butterball,1.1672040324790385
Mahabalipuram,Pancha Rathas,Cave Temples,1.2632012819674423
Mahabalipuram,Pancha Rathas,Mahabalipuram Beach,0.6600030882023228
Mahabalipuram,Pancha Rathas,Lighthouse,0.7475626753369806
Mahabalipuram,Arjuna’s Penance,Krishna’s Butterball,0.134490016132495
Mahabalipuram,Arjuna’s Penance,Cave Temples,0.2144238770176279
Mahabalipuram,Arjuna’s Penance,Mahabalipuram Beach,1.0177819277965223
Mahabalipuram,Arjuna’s Penance,Lighthouse,0.304110446533885
Mahabalipuram,Krishna’s Butterball,Cave Temples,0.1471049614346342
Mahabalipuram,Krishna’s Butterball,Mahabalipuram Beach,1.1518830940783853
Mahabalipuram,Krishna’s Butterball,Lighthouse,0.4224899472143661
Mahabalipuram,Cave Temples,Mahabalipuram Beach,1.1738683115875077
Mahabalipuram,Cave Temples,Lighthouse,0.5170572033698937
Mahabalipuram,Mahabalipuram Beach,Lighthouse,0.8024179445642396
Matheran,Charlotte Lake,Panorama Point,4.629517032101581
Matheran,Charlotte Lake,Echo Point,0.6682644609675423
Matheran,Charlotte Lake,Louisa Point,1.039015586570635
Matheran,Charlotte Lake,One Tree Hill Point,1.3009864070724242
Matheran,Charlotte Lake,Toy Train,776.5811808370603
Matheran,Panorama Point,Echo Point,4.094854698304421
